"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Daily Max Air Temperature (F)
	"Rush County, IN"	"18139"	"2009"	"2009"	60.10
	"Rush County, IN"	"18139"	"2010"	"2010"	63.15
	"Rush County, IN"	"18139"	"2011"	"2011"	63.03
"Total"	"Rush County, IN"	"18139"			61.92
	"St. Joseph County, IN"	"18141"	"2006"	"2006"	59.53
	"St. Joseph County, IN"	"18141"	"2007"	"2007"	59.05
	"St. Joseph County, IN"	"18141"	"2008"	"2008"	57.11
	"St. Joseph County, IN"	"18141"	"2009"	"2009"	57.44
	"St. Joseph County, IN"	"18141"	"2010"	"2010"	61.14
	"St. Joseph County, IN"	"18141"	"2011"	"2011"	59.83
"Total"	"St. Joseph County, IN"	"18141"			59.02
	"Scott County, IN"	"18143"	"2006"	"2006"	64.96
	"Scott County, IN"	"18143"	"2007"	"2007"	65.92
	"Scott County, IN"	"18143"	"2008"	"2008"	62.98
	"Scott County, IN"	"18143"	"2009"	"2009"	62.76
	"Scott County, IN"	"18143"	"2010"	"2010"	65.18
	"Scott County, IN"	"18143"	"2011"	"2011"	65.27
"Total"	"Scott County, IN"	"18143"			64.51
	"Shelby County, IN"	"18145"	"2006"	"2006"	62.97
	"Shelby County, IN"	"18145"	"2007"	"2007"	64.21
	"Shelby County, IN"	"18145"	"2008"	"2008"	60.59
	"Shelby County, IN"	"18145"	"2009"	"2009"	60.77
	"Shelby County, IN"	"18145"	"2010"	"2010"	63.63
	"Shelby County, IN"	"18145"	"2011"	"2011"	63.62
"Total"	"Shelby County, IN"	"18145"			62.63
	"Spencer County, IN"	"18147"	"2006"	"2006"	66.54
	"Spencer County, IN"	"18147"	"2007"	"2007"	68.40
	"Spencer County, IN"	"18147"	"2008"	"2008"	64.87
	"Spencer County, IN"	"18147"	"2009"	"2009"	64.62
	"Spencer County, IN"	"18147"	"2010"	"2010"	67.94
	"Spencer County, IN"	"18147"	"2011"	"2011"	67.12
"Total"	"Spencer County, IN"	"18147"			66.58
	"Starke County, IN"	"18149"	"2006"	"2006"	60.31
	"Starke County, IN"	"18149"	"2007"	"2007"	59.90
	"Starke County, IN"	"18149"	"2008"	"2008"	57.55
	"Starke County, IN"	"18149"	"2009"	"2009"	58.18
	"Starke County, IN"	"18149"	"2010"	"2010"	62.17
	"Starke County, IN"	"18149"	"2011"	"2011"	61.10
"Total"	"Starke County, IN"	"18149"			59.87
	"Steuben County, IN"	"18151"	"2006"	"2006"	58.82
	"Steuben County, IN"	"18151"	"2007"	"2007"	58.57
	"Steuben County, IN"	"18151"	"2008"	"2008"	56.66
	"Steuben County, IN"	"18151"	"2009"	"2009"	56.98
	"Steuben County, IN"	"18151"	"2010"	"2010"	60.05
	"Steuben County, IN"	"18151"	"2011"	"2011"	58.26
"Total"	"Steuben County, IN"	"18151"			58.22
	"Sullivan County, IN"	"18153"	"2006"	"2006"	65.55
	"Sullivan County, IN"	"18153"	"2007"	"2007"	66.18
	"Sullivan County, IN"	"18153"	"2008"	"2008"	62.40
	"Sullivan County, IN"	"18153"	"2009"	"2009"	62.51
	"Sullivan County, IN"	"18153"	"2010"	"2010"	65.11
	"Sullivan County, IN"	"18153"	"2011"	"2011"	65.35
"Total"	"Sullivan County, IN"	"18153"			64.51
	"Switzerland County, IN"	"18155"	"2006"	"2006"	64.47
	"Switzerland County, IN"	"18155"	"2007"	"2007"	65.50
	"Switzerland County, IN"	"18155"	"2008"	"2008"	62.54
	"Switzerland County, IN"	"18155"	"2009"	"2009"	62.32
	"Switzerland County, IN"	"18155"	"2010"	"2010"	64.81
	"Switzerland County, IN"	"18155"	"2011"	"2011"	64.55
"Total"	"Switzerland County, IN"	"18155"			64.03
	"Tippecanoe County, IN"	"18157"	"2006"	"2006"	62.36
	"Tippecanoe County, IN"	"18157"	"2007"	"2007"	62.31
	"Tippecanoe County, IN"	"18157"	"2008"	"2008"	59.30
	"Tippecanoe County, IN"	"18157"	"2009"	"2009"	59.76
	"Tippecanoe County, IN"	"18157"	"2010"	"2010"	63.10
	"Tippecanoe County, IN"	"18157"	"2011"	"2011"	63.10
"Total"	"Tippecanoe County, IN"	"18157"			61.65
	"Tipton County, IN"	"18159"	"2006"	"2006"	61.86
	"Tipton County, IN"	"18159"	"2007"	"2007"	62.08
	"Tipton County, IN"	"18159"	"2008"	"2008"	59.14
	"Tipton County, IN"	"18159"	"2009"	"2009"	59.55
	"Tipton County, IN"	"18159"	"2010"	"2010"	62.37
	"Tipton County, IN"	"18159"	"2011"	"2011"	62.73
"Total"	"Tipton County, IN"	"18159"			61.29
	"Union County, IN"	"18161"	"2006"	"2006"	62.27
	"Union County, IN"	"18161"	"2007"	"2007"	63.49
	"Union County, IN"	"18161"	"2008"	"2008"	60.35
	"Union County, IN"	"18161"	"2009"	"2009"	60.34
	"Union County, IN"	"18161"	"2010"	"2010"	63.47
	"Union County, IN"	"18161"	"2011"	"2011"	62.79
"Total"	"Union County, IN"	"18161"			62.12
	"Vanderburgh County, IN"	"18163"	"2006"	"2006"	66.95
	"Vanderburgh County, IN"	"18163"	"2007"	"2007"	68.81
	"Vanderburgh County, IN"	"18163"	"2008"	"2008"	65.08
	"Vanderburgh County, IN"	"18163"	"2009"	"2009"	64.91
	"Vanderburgh County, IN"	"18163"	"2010"	"2010"	67.90
	"Vanderburgh County, IN"	"18163"	"2011"	"2011"	67.07
"Total"	"Vanderburgh County, IN"	"18163"			66.79
	"Vermillion County, IN"	"18165"	"2006"	"2006"	64.01
	"Vermillion County, IN"	"18165"	"2007"	"2007"	64.02
	"Vermillion County, IN"	"18165"	"2008"	"2008"	60.57
	"Vermillion County, IN"	"18165"	"2009"	"2009"	61.04
	"Vermillion County, IN"	"18165"	"2010"	"2010"	63.89
	"Vermillion County, IN"	"18165"	"2011"	"2011"	64.78
"Total"	"Vermillion County, IN"	"18165"			63.05
	"Vigo County, IN"	"18167"	"2006"	"2006"	65.02
	"Vigo County, IN"	"18167"	"2007"	"2007"	65.24
	"Vigo County, IN"	"18167"	"2008"	"2008"	61.58
	"Vigo County, IN"	"18167"	"2009"	"2009"	61.91
	"Vigo County, IN"	"18167"	"2010"	"2010"	64.56
	"Vigo County, IN"	"18167"	"2011"	"2011"	65.08
"Total"	"Vigo County, IN"	"18167"			63.90
	"Wabash County, IN"	"18169"	"2006"	"2006"	61.41
	"Wabash County, IN"	"18169"	"2007"	"2007"	61.08
	"Wabash County, IN"	"18169"	"2008"	"2008"	58.71
	"Wabash County, IN"	"18169"	"2009"	"2009"	59.25
	"Wabash County, IN"	"18169"	"2010"	"2010"	62.93
	"Wabash County, IN"	"18169"	"2011"	"2011"	62.05
"Total"	"Wabash County, IN"	"18169"			60.90
	"Warren County, IN"	"18171"	"2006"	"2006"	62.57
	"Warren County, IN"	"18171"	"2007"	"2007"	62.55
	"Warren County, IN"	"18171"	"2008"	"2008"	59.42
	"Warren County, IN"	"18171"	"2009"	"2009"	59.89
	"Warren County, IN"	"18171"	"2010"	"2010"	62.88
	"Warren County, IN"	"18171"	"2011"	"2011"	63.66
"Total"	"Warren County, IN"	"18171"			61.83
	"Warrick County, IN"	"18173"	"2006"	"2006"	66.75
	"Warrick County, IN"	"18173"	"2007"	"2007"	68.72
	"Warrick County, IN"	"18173"	"2008"	"2008"	65.07
	"Warrick County, IN"	"18173"	"2009"	"2009"	64.79
	"Warrick County, IN"	"18173"	"2010"	"2010"	67.91
	"Warrick County, IN"	"18173"	"2011"	"2011"	67.07
"Total"	"Warrick County, IN"	"18173"			66.72
	"Washington County, IN"	"18175"	"2006"	"2006"	64.60
	"Washington County, IN"	"18175"	"2007"	"2007"	65.61
	"Washington County, IN"	"18175"	"2008"	"2008"	62.54
	"Washington County, IN"	"18175"	"2009"	"2009"	62.38
	"Washington County, IN"	"18175"	"2010"	"2010"	65.05
	"Washington County, IN"	"18175"	"2011"	"2011"	65.12
"Total"	"Washington County, IN"	"18175"			64.21
	"Wayne County, IN"	"18177"	"2006"	"2006"	61.44
	"Wayne County, IN"	"18177"	"2007"	"2007"	62.31
	"Wayne County, IN"	"18177"	"2008"	"2008"	59.28
	"Wayne County, IN"	"18177"	"2009"	"2009"	59.59
	"Wayne County, IN"	"18177"	"2010"	"2010"	62.80
	"Wayne County, IN"	"18177"	"2011"	"2011"	62.47
"Total"	"Wayne County, IN"	"18177"			61.31
	"Wells County, IN"	"18179"	"2006"	"2006"	61.38
	"Wells County, IN"	"18179"	"2007"	"2007"	61.16
	"Wells County, IN"	"18179"	"2008"	"2008"	58.85
	"Wells County, IN"	"18179"	"2009"	"2009"	59.33
	"Wells County, IN"	"18179"	"2010"	"2010"	62.37
	"Wells County, IN"	"18179"	"2011"	"2011"	61.54
"Total"	"Wells County, IN"	"18179"			60.77
	"White County, IN"	"18181"	"2006"	"2006"	61.70
	"White County, IN"	"18181"	"2007"	"2007"	61.51
	"White County, IN"	"18181"	"2008"	"2008"	58.74
	"White County, IN"	"18181"	"2009"	"2009"	59.26
	"White County, IN"	"18181"	"2010"	"2010"	63.07
	"White County, IN"	"18181"	"2011"	"2011"	62.45
"Total"	"White County, IN"	"18181"			61.12
	"Whitley County, IN"	"18183"	"2006"	"2006"	60.33
	"Whitley County, IN"	"18183"	"2007"	"2007"	60.02
	"Whitley County, IN"	"18183"	"2008"	"2008"	57.92
	"Whitley County, IN"	"18183"	"2009"	"2009"	58.42
	"Whitley County, IN"	"18183"	"2010"	"2010"	61.99
	"Whitley County, IN"	"18183"	"2011"	"2011"	60.38
"Total"	"Whitley County, IN"	"18183"			59.84
	"Adair County, IA"	"19001"	"2006"	"2006"	62.58
	"Adair County, IA"	"19001"	"2007"	"2007"	59.96
	"Adair County, IA"	"19001"	"2008"	"2008"	56.26
	"Adair County, IA"	"19001"	"2009"	"2009"	58.06
	"Adair County, IA"	"19001"	"2010"	"2010"	59.62
	"Adair County, IA"	"19001"	"2011"	"2011"	61.91
"Total"	"Adair County, IA"	"19001"			59.73
	"Adams County, IA"	"19003"	"2006"	"2006"	63.76
	"Adams County, IA"	"19003"	"2007"	"2007"	60.90
	"Adams County, IA"	"19003"	"2008"	"2008"	57.39
	"Adams County, IA"	"19003"	"2009"	"2009"	59.03
	"Adams County, IA"	"19003"	"2010"	"2010"	61.10
	"Adams County, IA"	"19003"	"2011"	"2011"	63.06
"Total"	"Adams County, IA"	"19003"			60.87
	"Allamakee County, IA"	"19005"	"2006"	"2006"	57.09
	"Allamakee County, IA"	"19005"	"2007"	"2007"	55.98
	"Allamakee County, IA"	"19005"	"2008"	"2008"	52.91
	"Allamakee County, IA"	"19005"	"2009"	"2009"	54.96
	"Allamakee County, IA"	"19005"	"2010"	"2010"	57.20
	"Allamakee County, IA"	"19005"	"2011"	"2011"	57.28
"Total"	"Allamakee County, IA"	"19005"			55.90
	"Appanoose County, IA"	"19007"	"2006"	"2006"	64.40
	"Appanoose County, IA"	"19007"	"2007"	"2007"	61.49
	"Appanoose County, IA"	"19007"	"2008"	"2008"	57.39
	"Appanoose County, IA"	"19007"	"2009"	"2009"	58.84
	"Appanoose County, IA"	"19007"	"2010"	"2010"	60.28
	"Appanoose County, IA"	"19007"	"2011"	"2011"	64.02
"Total"	"Appanoose County, IA"	"19007"			61.07
	"Audubon County, IA"	"19009"	"2006"	"2006"	61.60
	"Audubon County, IA"	"19009"	"2007"	"2007"	59.45
	"Audubon County, IA"	"19009"	"2008"	"2008"	55.62
	"Audubon County, IA"	"19009"	"2009"	"2009"	57.68
	"Audubon County, IA"	"19009"	"2010"	"2010"	59.17
	"Audubon County, IA"	"19009"	"2011"	"2011"	61.48
"Total"	"Audubon County, IA"	"19009"			59.17
	"Benton County, IA"	"19011"	"2006"	"2006"	60.80
	"Benton County, IA"	"19011"	"2007"	"2007"	58.99
	"Benton County, IA"	"19011"	"2008"	"2008"	55.49
	"Benton County, IA"	"19011"	"2009"	"2009"	57.41
	"Benton County, IA"	"19011"	"2010"	"2010"	58.90
	"Benton County, IA"	"19011"	"2011"	"2011"	61.17
"Total"	"Benton County, IA"	"19011"			58.79
	"Black Hawk County, IA"	"19013"	"2006"	"2006"	59.62
	"Black Hawk County, IA"	"19013"	"2007"	"2007"	58.14
	"Black Hawk County, IA"	"19013"	"2008"	"2008"	54.75
	"Black Hawk County, IA"	"19013"	"2009"	"2009"	56.97
	"Black Hawk County, IA"	"19013"	"2010"	"2010"	58.26
	"Black Hawk County, IA"	"19013"	"2011"	"2011"	60.24
"Total"	"Black Hawk County, IA"	"19013"			58.00
	"Boone County, IA"	"19015"	"2006"	"2006"	61.07
	"Boone County, IA"	"19015"	"2007"	"2007"	59.23
	"Boone County, IA"	"19015"	"2008"	"2008"	55.31
	"Boone County, IA"	"19015"	"2009"	"2009"	57.52
	"Boone County, IA"	"19015"	"2010"	"2010"	58.19
	"Boone County, IA"	"19015"	"2011"	"2011"	60.73
"Total"	"Boone County, IA"	"19015"			58.67
	"Bremer County, IA"	"19017"	"2006"	"2006"	58.46
	"Bremer County, IA"	"19017"	"2007"	"2007"	57.21
	"Bremer County, IA"	"19017"	"2008"	"2008"	53.85
	"Bremer County, IA"	"19017"	"2009"	"2009"	56.11
	"Bremer County, IA"	"19017"	"2010"	"2010"	57.65
	"Bremer County, IA"	"19017"	"2011"	"2011"	59.22
"Total"	"Bremer County, IA"	"19017"			57.08
	"Buchanan County, IA"	"19019"	"2006"	"2006"	59.05
	"Buchanan County, IA"	"19019"	"2007"	"2007"	57.82
	"Buchanan County, IA"	"19019"	"2008"	"2008"	54.52
	"Buchanan County, IA"	"19019"	"2009"	"2009"	56.47
	"Buchanan County, IA"	"19019"	"2010"	"2010"	58.19
	"Buchanan County, IA"	"19019"	"2011"	"2011"	59.73
"Total"	"Buchanan County, IA"	"19019"			57.63
	"Buena Vista County, IA"	"19021"	"2006"	"2006"	59.73
	"Buena Vista County, IA"	"19021"	"2007"	"2007"	58.05
	"Buena Vista County, IA"	"19021"	"2008"	"2008"	54.21
	"Buena Vista County, IA"	"19021"	"2009"	"2009"	56.62
	"Buena Vista County, IA"	"19021"	"2010"	"2010"	57.47
	"Buena Vista County, IA"	"19021"	"2011"	"2011"	59.60
"Total"	"Buena Vista County, IA"	"19021"			57.61
	"Butler County, IA"	"19023"	"2006"	"2006"	58.79
	"Butler County, IA"	"19023"	"2007"	"2007"	57.56
	"Butler County, IA"	"19023"	"2008"	"2008"	54.13
	"Butler County, IA"	"19023"	"2009"	"2009"	56.48
	"Butler County, IA"	"19023"	"2010"	"2010"	57.65
	"Butler County, IA"	"19023"	"2011"	"2011"	59.53
"Total"	"Butler County, IA"	"19023"			57.35
	"Calhoun County, IA"	"19025"	"2006"	"2006"	60.62
	"Calhoun County, IA"	"19025"	"2007"	"2007"	58.75
	"Calhoun County, IA"	"19025"	"2008"	"2008"	54.96
	"Calhoun County, IA"	"19025"	"2009"	"2009"	57.24
	"Calhoun County, IA"	"19025"	"2010"	"2010"	58.08
	"Calhoun County, IA"	"19025"	"2011"	"2011"	60.37
"Total"	"Calhoun County, IA"	"19025"			58.33
	"Carroll County, IA"	"19027"	"2006"	"2006"	61.20
	"Carroll County, IA"	"19027"	"2007"	"2007"	59.17
	"Carroll County, IA"	"19027"	"2008"	"2008"	55.34
	"Carroll County, IA"	"19027"	"2009"	"2009"	57.52
	"Carroll County, IA"	"19027"	"2010"	"2010"	58.71
	"Carroll County, IA"	"19027"	"2011"	"2011"	61.10
"Total"	"Carroll County, IA"	"19027"			58.84
	"Cass County, IA"	"19029"	"2006"	"2006"	63.15
	"Cass County, IA"	"19029"	"2007"	"2007"	60.51
	"Cass County, IA"	"19029"	"2008"	"2008"	56.91
	"Cass County, IA"	"19029"	"2009"	"2009"	58.76
	"Cass County, IA"	"19029"	"2010"	"2010"	60.96
	"Cass County, IA"	"19029"	"2011"	"2011"	62.91
"Total"	"Cass County, IA"	"19029"			60.53
	"Cedar County, IA"	"19031"	"2006"	"2006"	60.92
	"Cedar County, IA"	"19031"	"2007"	"2007"	59.61
	"Cedar County, IA"	"19031"	"2008"	"2008"	56.26
	"Cedar County, IA"	"19031"	"2009"	"2009"	57.22
	"Cedar County, IA"	"19031"	"2010"	"2010"	59.53
	"Cedar County, IA"	"19031"	"2011"	"2011"	61.41
"Total"	"Cedar County, IA"	"19031"			59.16
	"Cerro Gordo County, IA"	"19033"	"2006"	"2006"	57.58
	"Cerro Gordo County, IA"	"19033"	"2007"	"2007"	56.62
	"Cerro Gordo County, IA"	"19033"	"2008"	"2008"	53.20
	"Cerro Gordo County, IA"	"19033"	"2009"	"2009"	55.39
	"Cerro Gordo County, IA"	"19033"	"2010"	"2010"	56.80
	"Cerro Gordo County, IA"	"19033"	"2011"	"2011"	57.98
"Total"	"Cerro Gordo County, IA"	"19033"			56.26
	"Cherokee County, IA"	"19035"	"2006"	"2006"	59.67
	"Cherokee County, IA"	"19035"	"2007"	"2007"	58.20
	"Cherokee County, IA"	"19035"	"2008"	"2008"	54.32
	"Cherokee County, IA"	"19035"	"2009"	"2009"	56.76
	"Cherokee County, IA"	"19035"	"2010"	"2010"	57.51
	"Cherokee County, IA"	"19035"	"2011"	"2011"	59.77
"Total"	"Cherokee County, IA"	"19035"			57.70
	"Chickasaw County, IA"	"19037"	"2006"	"2006"	57.28
	"Chickasaw County, IA"	"19037"	"2007"	"2007"	56.18
	"Chickasaw County, IA"	"19037"	"2008"	"2008"	52.98
	"Chickasaw County, IA"	"19037"	"2009"	"2009"	55.16
	"Chickasaw County, IA"	"19037"	"2010"	"2010"	56.96
	"Chickasaw County, IA"	"19037"	"2011"	"2011"	57.78
"Total"	"Chickasaw County, IA"	"19037"			56.05
	"Clarke County, IA"	"19039"	"2006"	"2006"	63.83
	"Clarke County, IA"	"19039"	"2007"	"2007"	60.85
	"Clarke County, IA"	"19039"	"2008"	"2008"	57.03
	"Clarke County, IA"	"19039"	"2009"	"2009"	58.55
	"Clarke County, IA"	"19039"	"2010"	"2010"	59.59
	"Clarke County, IA"	"19039"	"2011"	"2011"	62.71
"Total"	"Clarke County, IA"	"19039"			60.42
	"Clay County, IA"	"19041"	"2006"	"2006"	58.67
	"Clay County, IA"	"19041"	"2007"	"2007"	57.43
	"Clay County, IA"	"19041"	"2008"	"2008"	53.66
	"Clay County, IA"	"19041"	"2009"	"2009"	56.04
	"Clay County, IA"	"19041"	"2010"	"2010"	56.48
	"Clay County, IA"	"19041"	"2011"	"2011"	58.15
"Total"	"Clay County, IA"	"19041"			56.73
	"Clayton County, IA"	"19043"	"2006"	"2006"	57.84
	"Clayton County, IA"	"19043"	"2007"	"2007"	56.71
	"Clayton County, IA"	"19043"	"2008"	"2008"	53.56
	"Clayton County, IA"	"19043"	"2009"	"2009"	55.46
	"Clayton County, IA"	"19043"	"2010"	"2010"	57.67
	"Clayton County, IA"	"19043"	"2011"	"2011"	58.31
"Total"	"Clayton County, IA"	"19043"			56.59
	"Clinton County, IA"	"19045"	"2006"	"2006"	60.53
	"Clinton County, IA"	"19045"	"2007"	"2007"	59.47
	"Clinton County, IA"	"19045"	"2008"	"2008"	56.27
	"Clinton County, IA"	"19045"	"2009"	"2009"	56.98
	"Clinton County, IA"	"19045"	"2010"	"2010"	59.72
	"Clinton County, IA"	"19045"	"2011"	"2011"	61.28
"Total"	"Clinton County, IA"	"19045"			59.04
	"Crawford County, IA"	"19047"	"2006"	"2006"	61.41
	"Crawford County, IA"	"19047"	"2007"	"2007"	59.20
	"Crawford County, IA"	"19047"	"2008"	"2008"	55.59
	"Crawford County, IA"	"19047"	"2009"	"2009"	57.71
	"Crawford County, IA"	"19047"	"2010"	"2010"	59.32
	"Crawford County, IA"	"19047"	"2011"	"2011"	61.53
"Total"	"Crawford County, IA"	"19047"			59.13
	"Dallas County, IA"	"19049"	"2006"	"2006"	62.59
	"Dallas County, IA"	"19049"	"2007"	"2007"	60.26
	"Dallas County, IA"	"19049"	"2008"	"2008"	56.31
	"Dallas County, IA"	"19049"	"2009"	"2009"	58.28
	"Dallas County, IA"	"19049"	"2010"	"2010"	59.08
	"Dallas County, IA"	"19049"	"2011"	"2011"	61.78
"Total"	"Dallas County, IA"	"19049"			59.72
	"Davis County, IA"	"19051"	"2006"	"2006"	64.42
	"Davis County, IA"	"19051"	"2007"	"2007"	61.82
	"Davis County, IA"	"19051"	"2008"	"2008"	57.93
	"Davis County, IA"	"19051"	"2009"	"2009"	59.14
	"Davis County, IA"	"19051"	"2010"	"2010"	60.79
	"Davis County, IA"	"19051"	"2011"	"2011"	64.17
"Total"	"Davis County, IA"	"19051"			61.38
	"Decatur County, IA"	"19053"	"2006"	"2006"	64.62
	"Decatur County, IA"	"19053"	"2007"	"2007"	61.61
	"Decatur County, IA"	"19053"	"2008"	"2008"	57.62
	"Decatur County, IA"	"19053"	"2009"	"2009"	58.99
	"Decatur County, IA"	"19053"	"2010"	"2010"	60.27
	"Decatur County, IA"	"19053"	"2011"	"2011"	63.58
"Total"	"Decatur County, IA"	"19053"			61.11
	"Delaware County, IA"	"19055"	"2006"	"2006"	58.37
	"Delaware County, IA"	"19055"	"2007"	"2007"	57.42
	"Delaware County, IA"	"19055"	"2008"	"2008"	54.13
	"Delaware County, IA"	"19055"	"2009"	"2009"	55.87
	"Delaware County, IA"	"19055"	"2010"	"2010"	57.87
	"Delaware County, IA"	"19055"	"2011"	"2011"	59.16
"Total"	"Delaware County, IA"	"19055"			57.14
	"Des Moines County, IA"	"19057"	"2006"	"2006"	63.95
	"Des Moines County, IA"	"19057"	"2007"	"2007"	62.49
	"Des Moines County, IA"	"19057"	"2008"	"2008"	58.79
	"Des Moines County, IA"	"19057"	"2009"	"2009"	59.31
	"Des Moines County, IA"	"19057"	"2010"	"2010"	61.38
	"Des Moines County, IA"	"19057"	"2011"	"2011"	63.90
"Total"	"Des Moines County, IA"	"19057"			61.63
	"Dickinson County, IA"	"19059"	"2006"	"2006"	57.61
	"Dickinson County, IA"	"19059"	"2007"	"2007"	56.75
	"Dickinson County, IA"	"19059"	"2008"	"2008"	53.02
	"Dickinson County, IA"	"19059"	"2009"	"2009"	55.31
	"Dickinson County, IA"	"19059"	"2010"	"2010"	55.90
	"Dickinson County, IA"	"19059"	"2011"	"2011"	56.97
"Total"	"Dickinson County, IA"	"19059"			55.92
	"Dubuque County, IA"	"19061"	"2006"	"2006"	58.37
	"Dubuque County, IA"	"19061"	"2007"	"2007"	57.50
	"Dubuque County, IA"	"19061"	"2008"	"2008"	54.11
	"Dubuque County, IA"	"19061"	"2009"	"2009"	55.61
	"Dubuque County, IA"	"19061"	"2010"	"2010"	57.88
	"Dubuque County, IA"	"19061"	"2011"	"2011"	58.92
"Total"	"Dubuque County, IA"	"19061"			57.07
	"Emmet County, IA"	"19063"	"2006"	"2006"	57.54
	"Emmet County, IA"	"19063"	"2007"	"2007"	56.94
	"Emmet County, IA"	"19063"	"2008"	"2008"	53.27
	"Emmet County, IA"	"19063"	"2009"	"2009"	55.47
	"Emmet County, IA"	"19063"	"2010"	"2010"	56.33
	"Emmet County, IA"	"19063"	"2011"	"2011"	56.87
"Total"	"Emmet County, IA"	"19063"			56.07
	"Fayette County, IA"	"19065"	"2006"	"2006"	57.51
	"Fayette County, IA"	"19065"	"2007"	"2007"	56.28
	"Fayette County, IA"	"19065"	"2008"	"2008"	53.14
	"Fayette County, IA"	"19065"	"2009"	"2009"	55.16
	"Fayette County, IA"	"19065"	"2010"	"2010"	57.20
	"Fayette County, IA"	"19065"	"2011"	"2011"	57.91
"Total"	"Fayette County, IA"	"19065"			56.20
	"Floyd County, IA"	"19067"	"2006"	"2006"	57.75
	"Floyd County, IA"	"19067"	"2007"	"2007"	56.78
	"Floyd County, IA"	"19067"	"2008"	"2008"	53.45
	"Floyd County, IA"	"19067"	"2009"	"2009"	55.68
	"Floyd County, IA"	"19067"	"2010"	"2010"	57.32
	"Floyd County, IA"	"19067"	"2011"	"2011"	58.47
"Total"	"Floyd County, IA"	"19067"			56.57
	"Franklin County, IA"	"19069"	"2006"	"2006"	58.57
	"Franklin County, IA"	"19069"	"2007"	"2007"	57.28
	"Franklin County, IA"	"19069"	"2008"	"2008"	53.71
	"Franklin County, IA"	"19069"	"2009"	"2009"	56.00
	"Franklin County, IA"	"19069"	"2010"	"2010"	56.89
	"Franklin County, IA"	"19069"	"2011"	"2011"	58.73
"Total"	"Franklin County, IA"	"19069"			56.86
	"Fremont County, IA"	"19071"	"2006"	"2006"	65.72
	"Fremont County, IA"	"19071"	"2007"	"2007"	62.44
	"Fremont County, IA"	"19071"	"2008"	"2008"	59.26
	"Fremont County, IA"	"19071"	"2009"	"2009"	61.00
	"Fremont County, IA"	"19071"	"2010"	"2010"	63.40
	"Fremont County, IA"	"19071"	"2011"	"2011"	65.09
"Total"	"Fremont County, IA"	"19071"			62.82
	"Greene County, IA"	"19073"	"2006"	"2006"	61.29
	"Greene County, IA"	"19073"	"2007"	"2007"	59.45
	"Greene County, IA"	"19073"	"2008"	"2008"	55.53
	"Greene County, IA"	"19073"	"2009"	"2009"	57.72
	"Greene County, IA"	"19073"	"2010"	"2010"	58.57
	"Greene County, IA"	"19073"	"2011"	"2011"	61.05
"Total"	"Greene County, IA"	"19073"			58.93
	"Grundy County, IA"	"19075"	"2006"	"2006"	59.72
	"Grundy County, IA"	"19075"	"2007"	"2007"	57.97
	"Grundy County, IA"	"19075"	"2008"	"2008"	54.41
	"Grundy County, IA"	"19075"	"2009"	"2009"	56.78
	"Grundy County, IA"	"19075"	"2010"	"2010"	57.56
	"Grundy County, IA"	"19075"	"2011"	"2011"	59.92
"Total"	"Grundy County, IA"	"19075"			57.72
	"Guthrie County, IA"	"19077"	"2006"	"2006"	61.96
	"Guthrie County, IA"	"19077"	"2007"	"2007"	59.81
	"Guthrie County, IA"	"19077"	"2008"	"2008"	55.93
	"Guthrie County, IA"	"19077"	"2009"	"2009"	57.97
	"Guthrie County, IA"	"19077"	"2010"	"2010"	59.16
	"Guthrie County, IA"	"19077"	"2011"	"2011"	61.50
"Total"	"Guthrie County, IA"	"19077"			59.39
	"Hamilton County, IA"	"19079"	"2006"	"2006"	59.93
	"Hamilton County, IA"	"19079"	"2007"	"2007"	58.26
	"Hamilton County, IA"	"19079"	"2008"	"2008"	54.50
	"Hamilton County, IA"	"19079"	"2009"	"2009"	56.78
	"Hamilton County, IA"	"19079"	"2010"	"2010"	57.49
	"Hamilton County, IA"	"19079"	"2011"	"2011"	59.75
"Total"	"Hamilton County, IA"	"19079"			57.78
	"Hancock County, IA"	"19081"	"2006"	"2006"	58.12
	"Hancock County, IA"	"19081"	"2007"	"2007"	56.94
	"Hancock County, IA"	"19081"	"2008"	"2008"	53.36
	"Hancock County, IA"	"19081"	"2009"	"2009"	55.59
	"Hancock County, IA"	"19081"	"2010"	"2010"	56.66
	"Hancock County, IA"	"19081"	"2011"	"2011"	57.86
"Total"	"Hancock County, IA"	"19081"			56.42
	"Hardin County, IA"	"19083"	"2006"	"2006"	59.55
	"Hardin County, IA"	"19083"	"2007"	"2007"	57.89
	"Hardin County, IA"	"19083"	"2008"	"2008"	54.21
	"Hardin County, IA"	"19083"	"2009"	"2009"	56.54
	"Hardin County, IA"	"19083"	"2010"	"2010"	57.17
	"Hardin County, IA"	"19083"	"2011"	"2011"	59.46
"Total"	"Hardin County, IA"	"19083"			57.47
	"Harrison County, IA"	"19085"	"2006"	"2006"	63.44
	"Harrison County, IA"	"19085"	"2007"	"2007"	60.66
	"Harrison County, IA"	"19085"	"2008"	"2008"	57.44
	"Harrison County, IA"	"19085"	"2009"	"2009"	59.25
	"Harrison County, IA"	"19085"	"2010"	"2010"	61.46
	"Harrison County, IA"	"19085"	"2011"	"2011"	63.33
"Total"	"Harrison County, IA"	"19085"			60.93
	"Henry County, IA"	"19087"	"2006"	"2006"	64.15
