Year,State,County,Population,Deaths,Death Rate per 100k
2008,FL,Palm Beach,1294938,230,17.761468117
2008,FL,Pinellas,916458,245,26.733358212
2008,FL,Broward,1723633,269,15.60657054
2008,GA,Barrow,67362,10,14.84516493
2008,GA,Coweta,122281,10,8.177885362
2008,GA,Douglas,129508,10,7.721530716
2008,GA,Catoosa,63271,11,17.385532076
2008,GA,Houston,134922,12,8.89402766
2008,GA,Murray,39869,12,30.098572826
2008,GA,Forsyth,166338,13,7.815411992
2008,GA,Glynn,78013,13,16.663889352
2008,GA,Muscogee,184763,13,7.036040766
2008,GA,Bartow,98415,14,14.225473759
2008,GA,Clayton,262099,14,5.3414931
2008,GA,Bibb,154384,15,9.71603275
2008,GA,Floyd,95922,15,15.637705636
2008,GA,Hall,177277,15,8.461334522
2008,GA,Whitfield,100546,15,14.918544746
2008,GA,Chatham,255269,19,7.443128621
2008,GA,Cherokee,208271,19,9.122729521
2008,GA,Paulding,137066,19,13.861935126
2008,GA,Richmond,198423,19,9.57550284
2008,GA,Henry,194658,22,11.301873029
2008,GA,Carroll,110242,26,23.584477785
2008,GA,Gwinnett,780721,36,4.611122283
2008,GA,DeKalb,685646,40,5.833914294
2008,GA,Cobb,679822,61,8.972937034
2008,GA,Fulton,888694,109,12.265189143
2008,ID,Canyon,184996,10,5.405522282
2008,ID,Kootenai,135627,13,9.585112109
2008,ID,Bonneville,100811,14,13.887373402
2008,ID,Ada,382618,39,10.192933945
2008,IL,Grundy,49166,11,22.373184721
2008,IL,Vermilion,81930,11,13.426095447
2008,IL,Champaign,197570,12,6.073796629
2008,IL,Kendall,108559,12,11.053896959
2008,IL,Rock Island,147501,13,8.813499569
2008,IL,Williamson,65674,13,19.794743734
2008,IL,Kankakee,112658,15,13.31463367
2008,IL,LaSalle,114171,15,13.138187456
2008,IL,McLean,166825,15,8.991458115
2008,IL,Tazewell,133893,18,13.443570612
2008,IL,Peoria,184803,21,11.363451892
2008,IL,Sangamon,195094,23,11.789188801
2008,IL,Kane,504437,24,4.757779465
2008,IL,McHenry,307246,27,8.787746626
2008,IL,St. Clair,266518,30,11.256275374
2008,IL,Madison,268232,33,12.302782666
2008,IL,Will,671392,55,8.191935561
2008,IL,Winnebago,295726,62,20.965353063
2008,IL,Lake,697369,76,10.89810416
2008,IL,DuPage,909798,83,9.122904205
2008,IL,Cook,5161831,499,9.66711231
2008,IN,Wabash,33238,10,30.086046092
2008,IN,Hancock,68107,11,16.151056426
2008,IN,La Porte,111267,11,9.88612976
2008,IN,Morgan,68964,11,15.950350908
2008,IN,Sullivan,21550,11,51.044083527
2008,IN,Vigo,106972,11,10.283064727
2008,IN,Wayne,69093,11,15.920570825
2008,IN,Lawrence,46233,12,25.955486341
2008,IN,Hendricks,140710,14,9.94954161
2008,IN,Tippecanoe,169039,14,8.282112412
2008,IN,Clark,107406,15,13.96570024
2008,IN,Bartholomew,76080,16,21.030494217
2008,IN,Delaware,117007,17,14.529045271
2008,IN,Johnson,136933,17,12.414830611
2008,IN,St. Joseph,267282,17,6.360323553
2008,IN,Henry,49420,18,36.422501012
2008,IN,Elkhart,197762,20,10.113166331
2008,IN,Howard,83472,22,26.356143377
2008,IN,Madison,131537,22,16.725332036
2008,IN,Monroe,134401,23,17.112967909
2008,IN,Porter,162538,24,14.765777849
2008,IN,Allen,351264,27,7.686526373
2008,IN,Vanderburgh,178053,36,20.218698927
2008,IN,Lake,495479,37,7.467521328
2008,IN,Marion,889504,141,15.851530741
2008,IA,Linn,208558,13,6.233278033
2008,IA,Scott,161824,17,10.505240261
2008,IA,Polk,419495,33,7.866601509
2008,KS,Wyandotte,155092,19,12.250793078
2008,KS,Shawnee,175449,21,11.969290221
2008,KS,Johnson,532175,31,5.825151501
2008,KS,Sedgwick,486077,55,11.31507971
2008,KY,Breathitt,14249,10,70.180363534
2008,KY,Laurel,58142,10,17.199270751
2008,KY,Madison,81521,10,12.266777885
2008,KY,Whitley,36163,10,27.652573072
2008,KY,Bath,11647,11,94.444921439
2008,KY,Daviess,95411,11,11.529068975
2008,KY,Greenup,37106,11,29.64480138
2008,KY,Hopkins,47051,12,25.50424008
2008,KY,Clark,35256,13,36.873156342
2008,KY,Montgomery,25981,13,50.036565182
2008,KY,Bell,28836,14,48.550423082
2008,KY,Floyd,39964,15,37.533780402
2008,KY,Jessamine,47429,15,31.626220245
2008,KY,Carter,27752,16,57.65350245
2008,KY,Perry,28686,16,55.776336889
2008,KY,Knox,31746,17,53.55005355
2008,KY,Boone,115262,20,17.351772484
2008,KY,Campbell,88548,20,22.586619686
2008,KY,Boyd,49244,25,50.767606206
2008,KY,Pike,65275,27,41.363462275
2008,KY,Kenton,158258,32,20.220146849
2008,KY,Fayette,287683,34,11.818564183
2008,KY,Jefferson,730194,82,11.22989233
2008,LA,Jefferson Davis Parish,31497,10,31.749055466
2008,LA,St. Charles Parish,52516,10,19.041815828
2008,LA,Ascension Parish,102891,12,11.662827653
2008,LA,Beauregard Parish,34893,12,34.390852033
2008,LA,St. Mary Parish,54352,12,22.078304386
2008,LA,Rapides Parish,130785,13,9.939977826
2008,LA,Terrebonne Parish,111453,14,12.56134873
2008,LA,Bossier Parish,113824,16,14.056789429
2008,LA,Ouachita Parish,151727,19,12.522491053
2008,LA,St. Landry Parish,84427,19,22.504648987
2008,LA,Caddo Parish,251953,20,7.937988434
2008,LA,St. Bernard Parish,28879,21,72.717199349
2008,LA,Tangipahoa Parish,118621,24,20.232505206
2008,LA,East Baton Rouge Parish,433723,30,6.916857072
2008,LA,Calcasieu Parish,188928,31,16.408367209
2008,LA,Lafayette Parish,215139,31,14.409288878
2008,LA,Livingston Parish,123962,32,25.814362466
2008,LA,St. Tammany Parish,229252,53,23.118664177
2008,LA,Orleans Parish,301842,55,18.221453608
2008,LA,Jefferson Parish,431759,87,20.150130049
2008,ME,Kennebec,122147,10,8.18685682
2008,ME,Androscoggin,108284,13,12.005467105
2008,ME,Penobscot,153372,20,13.040189865
2008,ME,York,197650,23,11.636731596
2008,ME,Cumberland,280681,33,11.757119292
2008,MD,Worcester,51196,10,19.532775998
2008,MD,St. Mary's,101921,12,11.773824825
2008,MD,Howard,278405,13,4.669456368
2008,MD,Cecil,100232,14,13.967595179
2008,MD,Charles,143783,15,10.432387695
2008,MD,Frederick,229286,15,6.542047923
2008,MD,Carroll,167433,18,10.750568884
2008,MD,Washington,146674,20,13.635681852
2008,MD,Harford,242779,37,15.240197875
2008,MD,Montgomery,942748,41,4.348988277
2008,MD,Prince George's,850167,55,6.469317205
2008,MD,Anne Arundel,525304,76,14.467812924
2008,MD,Baltimore,798651,129,16.152236709
2008,MD,Baltimore city,620184,164,26.443765076
2008,MA,Berkshire,131372,11,8.373169321
2008,MA,Hampshire,157615,15,9.516860705
2008,MA,Barnstable,217066,30,13.820681267
2008,MA,Hampden,462053,54,11.686970975
2008,MA,Plymouth,490371,59,12.031706606
2008,MA,Essex,734361,84,11.438515934
2008,MA,Norfolk,661703,85,12.845642229
2008,MA,Worcester,790847,98,12.391777423
2008,MA,Bristol,546456,104,19.031724421
2008,MA,Suffolk,702201,105,14.952983547
2008,MA,Middlesex,1477049,152,10.29078927
2008,MI,Eaton,108021,10,9.257459198
2008,MI,Newaygo,49153,10,20.344638171
2008,MI,Berrien,157380,16,10.166476045
2008,MI,Shiawassee,71523,16,22.370426296
2008,MI,Van Buren,76501,17,22.221931739
2008,MI,Muskegon,173846,18,10.353991464
2008,MI,Ottawa,261906,18,6.872694784
2008,MI,Bay,108320,20,18.463810931
2008,MI,Ingham,281315,21,7.464941436
2008,MI,Kalamazoo,246862,21,8.506777066
2008,MI,Calhoun,137313,23,16.750052799
2008,MI,Livingston,181171,23,12.695188524
2008,MI,Jackson,160825,25,15.544846883
2008,MI,St. Clair,165959,29,17.474195434
2008,MI,Saginaw,201966,30,14.853985324
2008,MI,Monroe,152806,34,22.250435192
2008,MI,Washtenaw,341595,34,9.953307279
2008,MI,Kent,599234,47,7.843346673
2008,MI,Genesee,433082,87,20.08857445
2008,MI,Oakland,1199545,160,13.338390807
2008,MI,Macomb,837857,172,20.52856275
2008,MI,Wayne,1865058,383,20.53555439
2008,MN,Washington,233306,10,4.286216385
2008,MN,Sherburne,87495,12,13.715069433
2008,MN,St. Louis,199745,12,6.007659766
2008,MN,Anoka,327427,17,5.191996995
2008,MN,Dakota,393900,25,6.346788525
2008,MN,Ramsey,502890,49,9.743681521
2008,MN,Hennepin,1135173,92,8.104491562
2008,MS,Hancock,42764,10,23.384154897
2008,MS,Hinds,244695,13,5.312736264
2008,MS,Lee,81501,13,15.950724531
2008,MS,DeSoto,156214,14,8.96206486
2008,MS,Rankin,139136,16,11.499540018
2008,MS,Pearl River,56538,18,31.836994588
2008,MS,Jackson,137791,25,18.143420107
2008,MS,Harrison,182735,29,15.869975648
2008,MO,Pulaski,48300,10,20.703933747
2008,MO,Webster,35938,10,27.825699816
2008,MO,Platte,87003,11,12.643242187
2008,MO,St. Francois,64280,11,17.112632234
2008,MO,Cass,98095,13,13.252459351
2008,MO,Jasper,115144,15,13.027165983
2008,MO,Franklin,101149,20,19.772810408
2008,MO,Boone,158089,21,13.283656674
2008,MO,Clay,215142,23,10.690613641
2008,MO,Jefferson,216409,24,11.090111779
2008,MO,St. Charles,351179,30,8.542652038
2008,MO,St. Louis city,317955,54,16.983535406
2008,MO,Greene,270901,69,25.470559356
2008,MO,Jackson,665427,69,10.369281679
2008,MO,St. Louis,998331,96,9.616049186
2008,MT,Cascade,80529,11,13.659675396
2008,MT,Flathead,90260,12,13.29492577
2008,MT,Yellowstone,144255,12,8.318602475
2008,MT,Missoula,107747,17,15.777701467
2008,NE,Lancaster,279605,14,5.007063536
2008,NE,Douglas,504547,31,6.144125324
2008,NV,Douglas,47270,11,23.270573302
2008,NV,Nye,44367,12,27.047129623
2008,NV,Washoe,414793,86,20.733233203
2008,NV,Clark,1912349,298,15.582929685
2008,NH,Belknap,60239,11,18.260595295
2008,NH,Merrimack,147170,16,10.871780934
2008,NH,Rockingham,294996,23,7.796715888
2008,NH,Hillsborough,399556,32,8.008889868
2008,NJ,Cape May,97550,10,10.251153255
2008,NJ,Somerset,318856,11,3.449833154
2008,NJ,Sussex,150145,12,7.992274135
2008,NJ,Hunterdon,128449,13,10.120748313
2008,NJ,Mercer,364119,24,6.591251761
2008,NJ,Union,527528,32,6.066028723
2008,NJ,Atlantic,273014,35,12.819855392
2008,NJ,Morris,489743,36,7.350794192
2008,NJ,Burlington,446831,38,8.504333853
2008,NJ,Passaic,494904,39,7.880316183
2008,NJ,Gloucester,286072,40,13.982493918
2008,NJ,Monmouth,627348,45,7.173052277
2008,NJ,Ocean,569485,48,8.428668007
2008,NJ,Hudson,619533,54,8.716242718
2008,NJ,Middlesex,799191,55,6.881959381
2008,NJ,Bergen,895328,57,6.366381929
2008,NJ,Essex,778165,82,10.537610918
2008,NJ,Camden,513853,86,16.736303962
2008,NM,Otero,62498,10,16.000512016
2008,NM,Lea,62737,11,17.533512919
2008,NM,Chaves,64378,14,21.746559384
2008,NM,Valencia,74879,14,18.696830887
2008,NM,Eddy,52566,16,30.437925655
2008,NM,San Juan,126905,16,12.60785627
2008,NM,Sandoval,125368,19,15.155382554
2008,NM,Dona Ana,200855,28,13.94040477
2008,NM,Rio Arriba,40008,28,69.986002799
2008,NM,Santa Fe,141704,28,19.759498673
2008,NM,Bernalillo,646879,191,29.52638747
2008,NY,Chautauqua,135229,14,10.352808939
2008,NY,Sullivan,77755,15,19.291363899
2008,NY,Rockland,305413,16,5.238807778
2008,NY,Saratoga,217282,16,7.36370247
2008,NY,Ulster,183174,16,8.734864118
2008,NY,Broome,201029,18,8.95393202
2008,NY,Albany,303739,25,8.230750743
2008,NY,Niagara,215793,30,13.902211842
2008,NY,Orange,370201,31,8.373829352
2008,NY,Dutchess,296267,35,11.813668076
2008,NY,Onondaga,463472,48,10.356612697
2008,NY,Monroe,741018,57,7.692120839
2008,NY,Richmond,463701,59,12.72371636
2008,NY,Westchester,937449,59,6.293675709
2008,NY,Erie,920571,82,8.90751501
2008,NY,Nassau,1325129,118,8.90479342
2008,NY,Queens,2193623,130,5.926269008
2008,NY,New York,1587022,140,8.821553828
2008,NY,Suffolk,1480218,178,12.025255739
2008,NY,Kings,2460361,182,7.397288447
2008,NY,Bronx,1363488,188,13.788166819
2008,NC,Lincoln,76143,10,13.133183615
2008,NC,Sampson,62837,10,15.914190684
2008,NC,Onslow,169059,11,6.506604203
2008,NC,Richmond,46538,11,23.636598049
2008,NC,Wayne,119910,11,9.173546827
2008,NC,Harnett,108752,12,11.034279829
2008,NC,Haywood,58811,12,20.404346126
2008,NC,Robeson,131734,12,9.109265641
2008,NC,Stokes,47363,12,25.336232924
2008,NC,Carteret,64700,13,20.092735703
2008,NC,Craven,99423,13,13.075445319
2008,NC,McDowell,44768,14,31.272337384
2008,NC,Union,193678,14,7.228492653
2008,NC,Randolph,140297,15,10.69160424
2008,NC,Brunswick,103257,16,15.495317509
2008,NC,Pitt,162116,16,9.869476178
2008,NC,Henderson,104289,17,16.300856274
2008,NC,Iredell,156204,17,10.883204015
2008,NC,Caldwell,82527,18,21.811043658
2008,NC,Rutherford,67145,18,26.807655075
2008,NC,Cleveland,98155,19,19.357139219
2008,NC,Rockingham,93299,19,20.364634133
2008,NC,Alamance,147704,21,14.217624438
2008,NC,Buncombe,233772,21,8.98311175
2008,NC,Catawba,153848,21,13.649836202
2008,NC,Cabarrus,171915,23,13.378704592
2008,NC,Burke,90788,24,26.435211702
2008,NC,Durham,259356,25,9.639260322
2008,NC,Rowan,137721,25,18.152641936
2008,NC,Cumberland,311800,26,8.33867864
2008,NC,Davidson,161520,28,17.335314512
2008,NC,Wilkes,69317,29,41.836778857
2008,NC,Guilford,477809,30,6.278659464
2008,NC,Forsyth,344330,33,9.583829466
2008,NC,New Hanover,197709,36,18.208579276
2008,NC,Gaston,204454,37,18.09698025
2008,NC,Wake,856492,55,6.421542758
2008,NC,Mecklenburg,887991,59,6.644211484
2008,OH,Clinton,42656,10,23.44336084
2008,OH,Sandusky,61184,10,16.344142259
2008,OH,Wood,125275,10,7.982438635
2008,OH,Preble,42688,11,25.768365817
2008,OH,Delaware,166652,12,7.200633656
2008,OH,Medina,170330,12,7.045147655
2008,OH,Shelby,49454,12,24.264973511
2008,OH,Wayne,114610,12,10.470290551
2008,OH,Ashtabula,101826,13,12.766876829
2008,OH,Brown,44668,14,31.34234799
2008,OH,Richland,126128,14,11.099835088
2008,OH,Jefferson,69989,16,22.860735258
2008,OH,Lawrence,62640,16,25.542784163
2008,OH,Lake,229904,18,7.829354861
2008,OH,Lorain,299814,21,7.004342692
2008,OH,Miami,102430,21,20.501806111
2008,OH,Scioto,79133,21,26.537601254
2008,OH,Clark,139404,22,15.781469685
2008,OH,Ross,77675,22,28.323141294
2008,OH,Licking,163916,29,17.69198858
2008,OH,Stark,377141,31,8.219737446
2008,OH,Greene,160115,32,19.985635325
2008,OH,Warren,208640,35,16.775306748
2008,OH,Clermont,195891,43,21.950982945
2008,OH,Trumbull,212191,43,20.264761465
2008,OH,Mahoning,241572,46,19.041941947
2008,OH,Summit,543116,53,9.758504629
2008,OH,Butler,364179,78,21.418038931
2008,OH,Lucas,443909,79,17.796440261
2008,OH,Hamilton,799840,120,15.0030006
2008,OH,Montgomery,537664,150,27.898464469
2008,OH,Cuyahoga,1291479,164,12.69861918
2008,OH,Franklin,1141183,192,16.824646003
2008,OK,Rogers,85390,11,12.8820705
2008,OK,Pottawatomie,68752,13,18.908540842
2008,OK,Muskogee,70050,17,24.268379729
2008,OK,Creek,68817,19,27.609456966
2008,OK,Cleveland,246790,34,13.776895336
2008,OK,Oklahoma,701484,98,13.970382788
2008,OK,Tulsa,588510,113,19.201033118
2008,OR,Douglas,107316,10,9.318275001
2008,OR,Lincoln,45915,10,21.779374932
2008,OR,Deschutes,156820,12,7.652085193
2008,OR,Linn,114967,12,10.437777797
2008,OR,Klamath,66732,13,19.480908709
2008,OR,Josephine,82389,14,16.992559686
2008,OR,Marion,309729,27,8.717298025
2008,OR,Jackson,201162,28,13.919129856
2008,OR,Washington,515815,28,5.428302783
2008,OR,Clackamas,371103,34,9.161876891
2008,OR,Lane,348176,46,13.211709021
2008,OR,Multnomah,712989,141,19.775901171
2008,PA,Pike,57739,10,17.319316233
2008,PA,Carbon,64947,12,18.476604
2008,PA,Butler,182673,14,7.663967855
2008,PA,Schuylkill,148463,14,9.42995898
2008,PA,Beaver,171336,18,10.505673063
2008,PA,Blair,127112,19,14.94744792
2008,PA,Cumberland,231357,19,8.212416309
2008,PA,Lawrence,91798,19,20.697618685
2008,PA,Mercer,117189,19,16.213125805
2008,PA,Washington,207240,19,9.168114264
2008,PA,Erie,278686,21,7.535362379
2008,PA,Fayette,138813,21,15.128266085
2008,PA,Dauphin,265395,22,8.2895307
2008,PA,Monroe,168576,22,13.050493546
2008,PA,Northampton,295096,29,9.827310435
2008,PA,Cambria,144646,32,22.122976093
2008,PA,Berks,407737,38,9.319733063
2008,PA,Lackawanna,214044,38,17.753359122
2008,PA,York,429399,39,9.082461766
2008,PA,Chester,491473,41,8.342269056
2008,PA,Lancaster,511957,42,8.203813992
2008,PA,Lehigh,344743,45,13.05320195
2008,PA,Westmoreland,366058,50,13.659037639
2008,PA,Luzerne,319210,62,19.422950409
2008,PA,Bucks,623297,87,13.958032848
2008,PA,Montgomery,789250,94,11.910041178
2008,PA,Delaware,556246,96,17.258551073
2008,PA,Allegheny,1221071,212,17.36180779
2008,PA,Philadelphia,1499731,366,24.404376518
2008,RI,Newport,82505,10,12.120477547
2008,RI,Washington,126672,14,11.052166225
2008,RI,Kent,167269,28,16.739503435
2008,RI,Providence,627889,104,16.563437168
2008,SC,Beaufort,156399,12,7.672683329
2008,SC,Greenwood,68862,12,17.426156661
2008,SC,Dorchester,130593,14,10.720329574
2008,SC,Laurens,67173,14,20.841707234
2008,SC,Berkeley,171099,15,8.766854277
2008,SC,Lexington,252747,16,6.330441113
2008,SC,Pickens,118330,17,14.366601876
2008,SC,Aiken,156896,19,12.109932694
2008,SC,Oconee,73089,20,27.363898808
2008,SC,York,217463,27,12.415905234
2008,SC,Charleston,341921,30,8.773956557
2008,SC,Anderson,184520,31,16.800346846
2008,SC,Richland,373789,31,8.293448978
2008,SC,Horry,260609,37,14.197514284
2008,SC,Spartanburg,279673,63,22.526307509
2008,SC,Greenville,438742,66,15.043009331
2008,SD,Minnehaha,166320,13,7.816257816
2008,TN,Cheatham,38947,10,25.675918556
2008,TN,Lawrence,41272,10,24.229501841
2008,TN,Hamblen,62101,11,17.713080305
2008,TN,Jefferson,51014,11,21.562708276
2008,TN,Loudon,47342,11,23.235182291
2008,TN,Sevier,87983,11,12.502415239
2008,TN,Wilson,110474,11,9.957093977
2008,TN,Campbell,40672,12,29.504327301
2008,TN,Greene,68328,12,17.562346329
2008,TN,Maury,79666,12,15.062887556
2008,TN,Dickson,48929,13,26.569110344
2008,TN,Montgomery,162144,13,8.017564634
2008,TN,Anderson,74397,14,18.81796309
2008,TN,Bradley,97547,15,15.377202784
2008,TN,Blount,121716,16,13.14535476
2008,TN,Sumner,155999,17,10.897505753
2008,TN,Washington,120056,18,14.993003265
2008,TN,Sullivan,156028,28,17.945496962
2008,TN,Rutherford,252565,31,12.274068062
2008,TN,Hamilton,328711,47,14.298274168
2008,TN,Davidson,612649,73,11.915468727
2008,TN,Shelby,920685,92,9.992559887
2008,TN,Knox,425276,93,21.868151506
2008,TX,Angelina,84961,10,11.770106284
2008,TX,Cooke,38223,10,26.162258326
2008,TX,Parker,112911,10,8.856533022
2008,TX,Hays,147674,11,7.448840012
2008,TX,Kaufman,99285,11,11.079216397
2008,TX,McLennan,229037,11,4.802717465
2008,TX,Brazos,185098,12,6.483052221
2008,TX,Anderson,57963,13,22.428100685
2008,TX,Ector,133064,13,9.769734864
2008,TX,Hunt,84447,13,15.394270963
2008,TX,Johnson,148635,13,8.746257611
2008,TX,Henderson,78033,15,19.222636577
2008,TX,Liberty,74915,15,20.022692385
2008,TX,Taylor,128903,15,11.636657021
2008,TX,Cameron,393000,16,4.071246819
2008,TX,Midland,132502,16,12.07528943
2008,TX,Potter,119740,16,13.362284951
2008,TX,Fort Bend,542957,18,3.315179655
2008,TX,Williamson,395437,18,4.551926097
2008,TX,Smith,203263,19,9.347495609
2008,TX,Webb,240287,20,8.323379958
2008,TX,Lubbock,268197,21,7.830065213
2008,TX,Orange,82612,22,26.630513727
2008,TX,Brazoria,301336,25,8.296386758
2008,TX,Collin,741264,26,3.507522286
2008,TX,Hidalgo,736694,26,3.529280814
2008,TX,Wichita,130340,31,23.78394967
2008,TX,Galveston,288643,42,14.550846547
2008,TX,Jefferson,249430,42,16.838391533
2008,TX,Denton,630104,44,6.982974239
2008,TX,Nueces,333526,49,14.691508308
2008,TX,El Paso,769930,53,6.883742678
2008,TX,Montgomery,429818,55,12.796113704
2008,TX,Travis,980699,62,6.322021334
2008,TX,Tarrant,1745602,123,7.046279736
2008,TX,Bexar,1651709,154,9.323676265
2008,TX,Dallas,2314018,171,7.389743727
2008,TX,Harris,3938580,287,7.286890199
2008,UT,Cache,106824,10,9.361192241
2008,UT,Tooele,55909,11,19.67482874
2008,UT,Washington,135552,19,14.016761095
2008,UT,Weber,223676,45,20.118385522
2008,UT,Davis,295801,52,17.579386141
2008,UT,Utah,487615,53,10.869230848
2008,UT,Salt Lake,999553,182,18.208139038
2008,VT,Chittenden,154659,10,6.465837746
2008,VA,Dickenson,16078,10,62.196790646
2008,VA,Washington,54475,10,18.357044516
2008,VA,Montgomery,92724,11,11.863163798
2008,VA,Pulaski,35051,11,31.382842144
2008,VA,Buchanan,24371,13,53.342086907
2008,VA,Chesapeake city,218458,13,5.950800612
2008,VA,Roanoke city,95813,13,13.568096187
2008,VA,Tazewell,45020,14,31.097290093
2008,VA,Norfolk city,241201,15,6.21887969
2008,VA,Prince William,374776,16,4.269216812
2008,VA,Henry,55073,19,34.499664082
2008,VA,Richmond city,202254,24,11.866267169
2008,VA,Henrico,300198,25,8.327836961
2008,VA,Chesterfield,309837,28,9.037009783
2008,VA,Virginia Beach city,433331,33,7.615425622
2008,VA,Fairfax,1044178,38,3.639226262
2008,WA,Chelan,70813,10,14.121700818
2008,WA,Okanogan,40235,10,24.853982851
2008,WA,Benton,166573,11,6.603711286
2008,WA,Lewis,74899,11,14.686444412
2008,WA,Mason,59785,12,20.071924396
2008,WA,Stevens,43398,12,27.651043827
2008,WA,Grant,84944,13,15.304200414
2008,WA,Yakima,235272,13,5.525519399
2008,WA,Grays Harbor,72027,14,19.437155511
2008,WA,Skagit,115808,14,12.088974855
2008,WA,Clallam,70769,18,25.434865548
2008,WA,Cowlitz,101688,25,24.585005114
2008,WA,Kitsap,246912,25,10.1250648
2008,WA,Thurston,244332,25,10.231979438
2008,WA,Whatcom,196708,26,13.217561055
2008,WA,Clark,415282,51,12.280811593
2008,WA,Snohomish,694622,113,16.267840639
2008,WA,Spokane,462263,116,25.09394003
2008,WA,Pierce,785400,117,14.896867838
2008,WA,King,1875020,226,12.053204766
2008,WV,Boone,24794,11,44.365572316
2008,WV,Jefferson,52184,12,22.995554193
2008,WV,Fayette,46171,13,28.156201945
2008,WV,Monongalia,92200,14,15.184381779
2008,WV,Wood,86783,15,17.284491202
2008,WV,Mingo,26850,18,67.039106145
2008,WV,Raleigh,78379,18,22.965335103
2008,WV,Berkeley,101629,19,18.695451102
2008,WV,Wyoming,23957,20,83.482906875
2008,WV,McDowell,22494,23,102.249488753
2008,WV,Mercer,61848,29,46.889147588
2008,WV,Cabell,95209,30,31.509626191
2008,WV,Kanawha,192414,64,33.26161298
2008,WI,Brown,244016,10,4.098091928
2008,WI,Winnebago,164910,13,7.883087745
2008,WI,Rock,160647,14,8.714759691
2008,WI,Racine,194730,15,7.702973348
2008,WI,Kenosha,164636,28,17.007215919
2008,WI,Waukesha,386691,30,7.758132462
2008,WI,Dane,477791,39,8.162564803
2008,WI,Milwaukee,934752,177,18.935503749
2009,AL,Houston,100500,10,9.950248756
2009,AL,Lawrence,34315,10,29.141774734
2009,AL,Montgomery,227607,11,4.832891783
2009,AL,St. Clair,83009,12,14.456263779
2009,AL,Escambia,38249,13,33.987816675
2009,AL,Lee,138566,13,9.381810834
2009,AL,Calhoun,118363,14,11.828020581
2009,AL,DeKalb,70864,14,19.75615263
2009,AL,Limestone,81326,14,17.214666896
2009,AL,Etowah,104239,15,14.390007579
2009,AL,Baldwin,179406,29,16.164453809
2009,AL,Morgan,118954,29,24.379171781
2009,AL,Tuscaloosa,192792,29,15.04211793
2009,AL,Shelby,192708,30,15.567594495
2009,AL,Walker,67347,31,46.030261185
2009,AL,Madison,330856,32,9.671881423
2009,AL,Mobile,411994,54,13.106986995
2009,AL,Jefferson,658441,124,18.832363112
2009,AZ,Cochise,130081,14,10.762524888
2009,AZ,Coconino,133477,14,10.488698427
2009,AZ,Navajo,107571,17,15.803515817
2009,AZ,Yuma,193714,20,10.324499004
2009,AZ,Yavapai,211172,28,13.259333624
2009,AZ,Pinal,349830,37,10.576565761
2009,AZ,Mohave,199696,42,21.031968592
2009,AZ,Pima,975580,149,15.272965825
2009,AZ,Maricopa,3803779,512,13.460298298
2009,AR,White,76284,10,13.108908814
2009,AR,Washington,199774,11,5.506222031
2009,AR,Faulkner,110813,12,10.829054353
2009,AR,Saline,105362,12,11.389305442
2009,AR,Crawford,61595,16,25.976134426
2009,AR,Garland,95840,18,18.78130217
2009,AR,Craighead,95482,20,20.946356381
2009,AR,Sebastian,125116,22,17.583682343
2009,AR,Benton,216620,23,10.617671498
2009,AR,Pulaski,380053,40,10.52484785
2009,CA,Nevada,98591,11,11.157205019
2009,CA,Napa,135280,12,8.870490834
2009,CA,Sutter,94366,12,12.716444482
2009,CA,Amador,38238,13,33.997594016
2009,CA,Mendocino,87722,13,14.819543558
2009,CA,Tuolumne,55845,13,23.27871788
2009,CA,Calaveras,45900,14,30.501089325
2009,CA,Yolo,199791,14,7.007322652
2009,CA,Imperial,172008,15,8.720524627
2009,CA,Merced,252302,17,6.737956893
2009,CA,Lake,64413,21,32.60211448
2009,CA,Marin,250862,23,9.1683874
2009,CA,San Luis Obispo,268145,28,10.442111544
2009,CA,Santa Cruz,260009,32,12.307266287
2009,CA,Monterey,410263,34,8.287366884
2009,CA,Humboldt,133744,36,26.917095346
2009,CA,Tulare,436987,36,8.238231343
2009,CA,El Dorado,180455,37,20.503726691
2009,CA,Placer,343810,37,10.761757948
2009,CA,San Mateo,713617,39,5.465116442
2009,CA,Solano,410290,43,10.480391918
2009,CA,Sonoma,479479,49,10.219425668
2009,CA,Butte,219777,53,24.11535329
2009,CA,Santa Barbara,420356,54,12.846254127
2009,CA,Shasta,177279,55,31.024543234
2009,CA,Ventura,815130,65,7.974188166
2009,CA,Stanislaus,511536,66,12.902317725
2009,CA,Contra Costa,1037890,95,9.15318579
2009,CA,Santa Clara,1765137,98,5.551976985
2009,CA,San Joaquin,677736,111,16.378058713
2009,CA,Fresno,921478,112,12.154386757
2009,CA,Kern,830137,129,15.539603704
2009,CA,Alameda,1498539,133,8.87531122
2009,CA,San Francisco,801922,167,20.824968014
2009,CA,San Bernardino,2013960,180,8.937615444
2009,CA,Riverside,2146725,208,9.689177701
2009,CA,Sacramento,1408601,212,15.050393972
2009,CA,Orange,2987177,292,9.775115435
2009,CA,San Diego,3061203,298,9.734735005
2009,CA,Los Angeles,9787400,675,6.896622188
2009,CO,Garfield,57089,10,17.51650931
2009,CO,Pueblo,157846,18,11.403519886
2009,CO,Weld,248193,19,7.655332745
2009,CO,Mesa,147851,21,14.203488647
2009,CO,Douglas,281386,22,7.818441571
